feature,importance
bert_dim_666,0.0007483707772181243
bert_dim_705,0.0007438582416372903
bert_dim_414,0.0007428969966795249
bert_dim_456,0.0007408401926741262
bert_dim_463,0.0007402437795939887
bert_dim_225,0.0007401231664252243
bert_dim_291,0.0007377849057833169
bert_dim_379,0.0007366494005096027
bert_dim_503,0.0007357761456228704
bert_dim_767,0.0007356118230282738
bert_dim_332,0.0007293125757588684
bert_dim_172,0.000725426584344187
bert_dim_502,0.0007248194846002459
bert_dim_460,0.0007234369133146977
bert_dim_583,0.0007229070085595066
bert_dim_41,0.0007224963798350787
bert_dim_44,0.0007188771211482575
bert_dim_734,0.0007159494249642367
bert_dim_652,0.0007145201023513648
bert_dim_170,0.0007138849560716992
bert_dim_300,0.0007121011614424554
bert_dim_513,0.0007117979975016335
bert_dim_139,0.0007111937207752042
bert_dim_703,0.000709087560841088
bert_dim_601,0.0007079155442529484
bert_dim_214,0.0007078233248664001
bert_dim_268,0.0007075130422531808
bert_dim_50,0.000707330194034032
bert_dim_710,0.0007048928784334809
bert_dim_653,0.0007031906838637428
bert_dim_102,0.0007023544549028191
bert_dim_589,0.0007003382192744506
bert_dim_535,0.0006983742822163935
bert_dim_198,0.0006968713264682841
bert_dim_356,0.0006962793517696557
bert_dim_562,0.0006960459740185229
bert_dim_416,0.0006932017660993398
bert_dim_340,0.0006893601982307265
bert_dim_3,0.0006880956632898355
bert_dim_446,0.0006876298583991472
bert_dim_469,0.0006862859273873342
bert_dim_390,0.0006817510409997807
bert_dim_331,0.0006816561571857053
bert_dim_506,0.0006812326621638
bert_dim_458,0.0006800414966011846
bert_dim_597,0.0006770951006935282
bert_dim_600,0.0006718099750279437
bert_dim_512,0.0006705640159247718
bert_dim_305,0.0006699488971150724
bert_dim_522,0.0006696360062245489
bert_dim_546,0.0006688061766248184
bert_dim_417,0.0006684361676419417
bert_dim_602,0.000668211945549894
bert_dim_46,0.0006672003452704229
bert_dim_722,0.0006665924743957302
